x1	y1	x2	y2	edge_id	perfusion_status
983.869	931.675	985.648	932.862	3442	1
1187.285	1049.099	1188.471	1050.878	3443	1
71.166	15.413999999999987	71.759	17.192999999999984	3444	1
71.759	1006.993	72.352	1008.772	3445	1
157.751	670.7339999999999	159.53	670.141	3446	1
520.104	804.7629999999999	521.884	804.17	3447	1
664.215	881.8589999999999	664.808	883.6379999999999	3448	0
702.764	157.15300000000002	703.357	158.93200000000002	3449	1
775.709	52.18299999999999	777.488	52.77599999999984	3450	1
839.165	665.9889999999999	840.944	665.396	3451	0
847.468	523.6569999999999	848.061	521.8779999999999	3452	1
847.468	451.3049999999999	849.247	450.712	3453	1
948.286	116.82500000000005	948.879	115.04600000000003	3454	1
1018.859	208.15499999999997	1019.452	206.376	3455	1
1057.407	228.91199999999992	1058.0	230.69099999999992	3456	1
1096.548	683.781	1097.142	682.002	3457	1
147.669	404.4539999999999	149.448	404.4539999999999	3458	1
553.908	387.256	555.687	387.256	3459	1
706.915	232.4699999999999	708.694	232.4699999999999	3460	1
774.523	717.5849999999999	774.523	715.805	3461	1
915.075	1188.466	916.854	1188.466	3462	1
949.472	733.0039999999999	950.658	733.597	3463	1
52.188	10.669999999999844	52.188	9.482999999999947	3464	1
336.259	131.05899999999997	337.445	131.05899999999997	3465	1
582.375	417.5019999999999	583.561	417.5019999999999	3466	1
690.903	1102.474	692.089	1102.474	3467	1
1125.608	59.299999999999955	1125.608	58.11400000000003	3468	1
