x	y	d
676.0	977.0	1.1590491981145883
708.0	978.0	1.1590491981145883
920.0	978.0	0.6691773665354774
1038.0	976.0	2.676733249707221
121.0	977.0	0.6691773665354774
957.0	977.0	0.6691773665354774
324.0	975.0	2.503857862244075
419.0	976.0	1.1590491981145883
573.0	976.0	1.1590491981145883
237.0	974.0	2.1161547209001617
338.0	974.0	3.540989747040075
430.0	976.0	0.6691773665354774
439.0	976.0	0.6691773665354774
1079.0	976.0	0.6691773665354774
947.0	975.0	0.6691773665354774
1080.0	975.0	0.6691773665354774
309.0	974.0	0.9463597073875839
322.0	974.0	0.6691773665354774
895.0	973.0	1.1590491981145883
1194.0	974.0	0.9463597073875839
1199.0	974.0	1.8927530496663656
639.0	973.0	2.503857862244075
764.0	973.0	2.591737359804196
792.0	973.0	1.3383547330709549
980.0	973.0	0.9463597073875839
1121.0	972.0	2.219438926997406
1129.0	973.0	1.1590491981145883
385.0	972.0	2.4127796928932637
807.0	973.0	0.9463597073875839
828.0	972.0	1.1590491981145883
905.0	972.0	0.6691773665354774
921.0	971.0	3.84418098585566
1126.0	972.0	1.3383547330709549
1041.0	970.0	2.503857862244075
1081.0	971.0	1.3383547330709549
291.0	970.0	3.2093015827787443
691.0	971.0	1.1590491981145883
800.0	971.0	1.4963260805776206
962.0	971.0	1.1590491981145883
1202.0	971.0	0.6691773665354774
425.0	968.0	2.676733249707221
752.0	970.0	1.3383547330709549
775.0	969.0	3.9019899794716992
944.0	971.0	1.1590491981145883
270.0	969.0	2.219438926997406
308.0	965.0	10.665045687549004
849.0	965.0	6.9220980789898485
941.0	968.0	3.138760631418521
965.0	970.0	0.6691773665354774
256.0	969.0	0.6691773665354774
489.0	969.0	0.9463597073875839
1079.0	969.0	1.7705128520115212
388.0	965.0	4.917481070784021
960.0	969.0	0.9463597073875839
206.0	968.0	0.6691773665354774
475.0	968.0	1.1590491981145883
556.0	968.0	0.6691773665354774
614.0	968.0	0.9463597073875839
622.0	967.0	3.138760631418521
633.0	966.0	3.6036657359591904
934.0	967.0	2.007563810917273
1125.0	968.0	0.6691773665354774
829.0	967.0	1.8927530496663656
230.0	966.0	1.1590491981145883
254.0	966.0	2.007563810917273
1124.0	966.0	1.7705128520115212
766.0	966.0	1.3383547330709549
973.0	966.0	1.639143095431311
106.0	965.0	2.1161547209001617
646.0	964.0	5.833818507878177
795.0	964.0	2.9168983413444924
199.0	964.0	2.007563810917273
525.0	965.0	0.6691773665354774
552.0	965.0	0.6691773665354774
838.0	964.0	1.639143095431311
232.0	964.0	2.219438926997406
281.0	963.0	2.219438926997406
523.0	965.0	0.6691773665354774
661.0	963.0	3.665270124344132
951.0	964.0	1.639143095431311
1103.0	964.0	2.007563810917273
408.0	961.0	4.284870387197382
619.0	961.0	3.0665974553989703
969.0	963.0	2.1161547209001617
1077.0	964.0	0.6691773665354774
1080.0	961.0	3.2093015827787443
378.0	963.0	1.4963260805776206
809.0	963.0	0.6691773665354774
83.0	963.0	0.9463597073875839
210.0	960.0	3.2093015827787443
395.0	960.0	6.27751112156854
250.0	960.0	5.052228728508759
930.0	962.0	1.3383547330709549
1041.0	961.0	2.9926947063768603
1126.0	961.0	2.1161547209001617
352.0	962.0	0.9463597073875839
414.0	960.0	1.7705128520115212
1177.0	961.0	1.3383547330709549
82.0	961.0	0.6691773665354774
214.0	960.0	2.219438926997406
454.0	956.0	5.269168263449221
502.0	961.0	0.9463597073875839
784.0	961.0	0.9463597073875839
925.0	959.0	2.1161547209001617
276.0	960.0	0.9463597073875839
830.0	960.0	0.6691773665354774
1154.0	959.0	2.219438926997406
482.0	959.0	1.1590491981145883
773.0	960.0	0.6691773665354774
1180.0	960.0	1.4963260805776206
666.0	958.0	2.7591120379519816
974.0	959.0	1.3383547330709549
77.0	958.0	1.639143095431311
234.0	959.0	0.6691773665354774
1039.0	958.0	1.1590491981145883
1090.0	955.0	6.889676586551186
1098.0	958.0	2.676733249707221
1175.0	959.0	0.6691773665354774
235.0	958.0	0.6691773665354774
290.0	955.0	4.179057015561565
351.0	958.0	2.1161547209001617
627.0	957.0	2.503857862244075
196.0	957.0	1.7705128520115212
261.0	956.0	1.7705128520115212
443.0	957.0	1.1590491981145883
242.0	956.0	2.839101545534237
311.0	956.0	3.477184211507866
371.0	957.0	0.6691773665354774
510.0	957.0	0.6691773665354774
253.0	955.0	2.7591120379519816
284.0	956.0	0.9463597073875839
657.0	956.0	1.1590491981145883
919.0	956.0	0.9463597073875839
1047.0	956.0	0.9463597073875839
1163.0	955.0	3.0665974553989703
10.0	951.0	5.00771572448815
478.0	955.0	0.9463597073875839
641.0	955.0	0.9463597073875839
125.0	955.0	1.1590491981145883
306.0	955.0	1.639143095431311
368.0	955.0	0.6691773665354774
367.0	954.0	0.6691773665354774
970.0	954.0	0.6691773665354774
643.0	953.0	0.9463597073875839
914.0	953.0	0.6691773665354774
659.0	953.0	0.6691773665354774
693.0	952.0	1.639143095431311
908.0	952.0	0.9463597073875839
250.0	952.0	0.6691773665354774
935.0	952.0	0.9463597073875839
687.0	952.0	0.9463597073875839
929.0	952.0	0.6691773665354774
144.0	951.0	0.6691773665354774
611.0	951.0	0.6691773665354774
637.0	950.0	1.7705128520115212
